,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609030205,1,5,5,ビスケットサンド,牝2,55.0,北村友,0:1:21.9,,4,7.0,34.4,6-6,栗東 佐藤悠,454(0)
202609030205,2,8,10,シスキンブルーム,牝2,55.0,団野,0:1:22.1,1.1/4,3,4.4,35.0,3-3,栗東 斉藤崇,460(0)
202609030205,3,4,4,ニシノフランケン,牡2,55.0,亀田,0:1:22.3,1.1/4,10,57.5,34.5,8-8,栗東 北出,428(0)
202609030205,4,7,9,レゾルーティオ,牡2,55.0,西村淳,0:1:22.5,3/4,1,3.0,35.2,4-4,栗東 坂口,450(0)
202609030205,5,8,11,スピーディスピン,牝2,53.0,△田山,0:1:22.7,1.1/4,8,35.3,35.1,7-6,栗東 加藤公,454(0)
202609030205,6,2,2,レッドネビュラ,牡2,55.0,吉村,0:1:22.8,3/4,2,3.6,36.0,2-2,栗東 四位,468(0)
202609030205,7,7,8,スピークロウ,牡2,55.0,斎藤,0:1:23.2,2.1/2,5,10.7,34.7,11-11,栗東 浜田,458(0)
202609030205,8,6,7,サンシルヴァリー,牝2,53.0,△柴田裕,0:1:23.3,3/4,11,158.2,35.2,9-9,栗東 西村,394(0)
202609030205,9,6,6,ランダムナンバー,牡2,53.0,◇永島,0:1:23.4,クビ,6,16.1,35.1,9-10,栗東 橋田,446(0)
202609030205,10,1,1,クリコキアナ,牝2,55.0,国分恭,0:1:23.4,クビ,9,53.7,36.7,1-1,栗東 谷,458(0)
202609030205,11,3,3,イザベル,牝2,55.0,松若,0:1:23.8,2,7,18.8,36.5,4-5,栗東 藤野,430(0)
