,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ブレイクザアイス,セ7,58.0,黛,森一,464(-6),48.3,8,美浦,2019103219,1109,ラニ,チェストケハーツ,ハーツクライ,1.081533298354398,2,-0.0930327303184586,8,-0.0557632344380643,4,-0.2061601825371664,1,0.3393587307010057,0.0162445799375815,44.8,49.1,45.2,8
1,2,2,シャローファースト,牡3,55.0,横山和,安田,530(0),1.6,1,栗東,2023107258,1140,クリソベリル,ミセスワタナベ,Tapizar,2.213805700278829,1,-0.0965508747968422,1,-0.0265207383685311,1,-2.179711166341243,5,0.0471581462269794,0.4903832568657418,75.5,79.3,75.1,1
2,3,3,シドニーホバート,牡4,58.0,斎藤,杉山佳,518(+4),40.5,9,栗東,2022105506,1178,ストロングリターン,ベガスナイト,コロナドズクエスト,-0.8521590261949581,10,-0.0965508747968422,10,-0.0399330642553832,9,-2.793885980997185,8,0.0255166696939878,0.0193731657033379,41.6,44.9,40.7,10
3,4,4,ディースプレマシー,牡4,58.0,古川吉,牧,470(+16),33.1,10,美浦,2022104312,1015,ディーマジェスティ,ディアレストトリックスキ,Proudest Romeo,-0.806158328944573,8,-0.0965508747968422,5,-0.0104004057690427,10,-2.6806127184435544,7,0.0285770861925755,0.0237043266158666,49.2,44.9,48.7,5
4,5,5,シーリュウシー,牡5,58.0,小沢,岡田,500(-4),10.9,4,栗東,2021106180,1185,ホッコータルマエ,ムニン,Bernardini,0.6241534981734874,3,-0.0969552822543877,2,-0.0247640947270278,7,-0.6855066904826086,2,0.2101268177703046,0.0719828633931364,57.0,46.6,54.3,3
5,6,6,カージオイド,牡4,57.0,☆長浜,黒岩,518(+10),69.4,11,美浦,2022104062,1214,サトノダイヤモンド,トールディクイント,Sea The Stars Sea the Stars,-1.0121843859200534,11,-0.0965508747968422,11,0.0072030694383441,11,-3.970077300910852,11,0.0078706498506315,0.0113056658643398,41.0,44.7,40.5,11
6,6,7,ステイアンビシャス,牡4,58.0,佐々木,堀内,496(+18),37.6,7,美浦,2022101255,1197,ドレフォン,グロリアスブレイク,Distorted Humor,-0.8488000912464629,9,-0.0965508747968422,3,-0.0423185922455603,5,-2.832009665677837,9,0.0245621899683432,0.0208673726325847,56.1,47.1,57.8,2
7,7,8,ミスターエメラルド,牡3,55.0,鮫島駿,中村,516(-4),23.2,5,栗東,2023106516,1157,ドレフォン,エイシンシラユキ,クロフネ,-0.568033638909225,7,-0.0407234374984064,4,-0.0276115247085334,2,-1.9950079679279085,4,0.0567247126590989,0.033819534956258,49.4,51.6,51.5,4
8,7,9,ダイシンレアレア,牡4,58.0,丹内,高橋一,496(-2),6.2,2,栗東,2022106566,1091,キズナ,ダイシンステルラ,ダイシンオレンジ,-0.0919408115961296,6,-0.0407234374984064,9,0.0198411499363994,6,-2.332058097448292,6,0.0404942438003712,0.1265505179008366,42.5,46.8,42.1,9
9,8,10,ハイドパーク,牡3,54.0,☆舟山,田中克,508(-8),5.0,3,栗東,2023104100,1221,クリソベリル,エイシンピカデリー,Hard Spun,-0.0342395146013433,5,-0.0965508747968422,6,-0.0557632344380643,8,-3.0682646895784207,10,0.0193937964341373,0.1569226421970374,46.7,44.9,45.5,7
10,8,11,サトノリアン,牡5,58.0,吉田隼,大竹,472(-4),27.2,6,美浦,2021104155,1095,キズナ,ホエールキャプチャ,クロフネ,0.2940233006060338,4,-0.0969552822543877,7,-0.0921016710250975,3,-0.733816370965308,3,0.2002169567025644,0.0288460739332789,46.2,50.1,48.4,6
